Username,Paket Internet,Total Online (detik),Total Kuota (bytes),Nama Paket,Wilayah Pemasaran,Wilayah (Mapping Alamat),Kecepatan,Harga (Rp),Implicit Rating
tr2@ea3tanto03,ACS CONNECT 185,0.44001260333311826,0.15000000000000002,ACS CONNECT 185,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",20.0,185000,0.29500630166655917
tr2@ea3waluyo11,ACS Lite 165,0.417448578072879,3.726282763157895e-06,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2087261521778211
tr2@ea4kangony12b,ACS Lite 130,0.0,0.0,ACS Lite 130,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",6.0,130000,0.0
tr2@ea4nyoman02,ACS Lite 220,0.4404116678820824,0.10328947368421054,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.27185057078314645
tr2@ea4rayhan15,ACS Home 165,0.07519674428927696,0.0038473987909868426,ACS Home 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,165000,0.0395220715401319
tr2@ea4wahid16,ACS Lite 165,0.4410518111517221,0.03388157894736842,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23746669504954526
tr2@ea5balqis3a,ACS Lite 220,0.4408125774212558,0.054013157894736846,ACS Lite 220,"PWS, Sudirman, Tigaraksa",,25.0,220000,0.2474128676579963
tr2@ea5cahya20,ACS Lite 165,0.4078192325059395,0.0980263157894737,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2529227741477066
tr2@ea5furqon06,ACS Lite 220,0.30900504187991107,0.011381578947368421,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.16019331041363974
tr2@ea5hinandar19,ACS Lite 165,0.19357220444350173,3.830094736842105e-06,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.09678801726911929
tr2@ea5rizki7,ACS Lite 165,0.004950792061130129,8.326627809210526e-05,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.002517029169611117
tr2@ea5rosi2,ACS Lite 220,0.4409633199546487,0.15065789473684213,ACS Lite 220,"PWS, Sudirman, Tigaraksa",,25.0,220000,0.29581060734574544
tr2@ea5sihombing09,ACS Lite 165,0.43638398592231464,0.04986842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2431262034874731
tr2@ea6adinda03,ACS Lite 330,0.4410800326686266,0.17500000000000002,ACS Lite 330,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",50.0,330000,0.3080400163343133
tr2@ea6anto12,ACS Lite 165,0.4407796409293721,0.06546052631578948,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2531200836225808
tr2@ea6atikah17,ACS Lite 165,0.38786648338852814,0.013223684210526316,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.20054508379952724
tr2@ea6ibnu16,ACS Lite 165,0.3840606785846656,0.06065789473684211,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22235928666075386
tr2@ea6veronica3a,ACS Lite 250,0.4405009107418336,0.06118421052631579,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.25084256063407473
tr2@ea7annisa24,ACS Lite 165,0.39864348119859305,0.023092105263157896,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.21086779323087548
tr2@ea7ari11,ACS Home 165,0.058749476569444334,0.005612863805197369,ACS Home 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,165000,0.03218117018732085
tr2@ea7bagus02,ACS Lite 165,0.4411549939374988,0.030263157894736846,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2357090759161178
tr2@ea7deki15,ACS Lite 165,0.4385843075792744,0.04802631578947369,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24330531168437405
tr2@ea7nando23,ACS Lite 220,0.4411505522944025,0.03203947368421053,ACS Lite 220,"PWS, Sudirman, Tigaraksa",,25.0,220000,0.2365950129893065
tr2@ea7restu16,ACS Lite 165,0.3898762927231399,0.05710526315789474,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2234907779405173
tr2@ea7rhyan22,ACS Lite 165,0.4412311168668731,0.041578947368421056,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24140503211764708
tr2@ea7ummi18,ACS Lite 165,0.4409483550340626,0.018815789473684213,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22988207225387342
tr2@ea8agun07,ACS Lite 165,0.3990325691338331,0.028223684210526317,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.21362812667217973
tr2@ea8andi5,ACS Lite 165,0.4411551989364109,0.0368421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2389986520997844
tr2@ea8andri25,ACS Lite 165,0.4397113232652445,0.06578947368421054,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2527503984747275
tr2@ea8desky21,ACS Lite 165,0.058343032059643196,0.014539473684210527,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.036441252871926864
tr2@ea8doni10,ACS Lite 165,0.4406853414297881,0.07302631578947369,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2568558286096309
tr2@ea8irawati26,ACS Lite 165,0.400793988119903,0.03401315789473684,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.21740357300731994
tr2@ea8janes12,ACS Lite 165,0.44108672929975645,0.07236842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25672757517619404
tr2@ea8maris11,ACS Lite 165,0.4364171957460812,0.04973684210526316,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24307701892567218
tr2@ea8rahmat22,ACS Lite 165,0.39569607517282773,0.03203947368421053,ACS Lite 165,"PWS, Sudirman, Tigaraksa",,15.0,165000,0.21386777442851912
tr2@ea8riyan23,ACS Lite 220,0.43786763138243606,0.23026315789473686,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.3340653946385865
tr2@ea8rudi16,ACS Lite 165,0.29710622168965023,0.02730263157894737,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.1622044266342988
tr2@ea8suyitno01,ACS Lite 165,0.4410930842660328,0.016907894736842108,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22900048950143745
tr2@ea8yoga20,ACS Lite 330,0.42939393301619544,0.04236842105263158,ACS Lite 330,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",50.0,330000,0.23588117703441353
tr2@ea9kevin08,ACS Lite 165,0.43027009836667796,0.04368421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23697715444649686
tr2@ea9kholik06,ACS Lite 165,0.4411676355370807,0.03467105263157895,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23791934408432983
tr2@ea9masluh11,ACS Lite 165,0.38396303076951666,0.03355263157894737,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.20875783117423202
tr2@ea9reni25,ACS Lite 165,0.43680375536140487,0.011644736842105265,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22422424610175506
tr2@ea9rizky02,ACS Lite 165,0.0872747335287474,0.0037002726465789476,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.045487503087663174
tr2@ea9sobur12a,ACS Lite 165,0.24187445811954222,0.0033108880717105265,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.12259267309562638
tr2@eb1ridwan2,ACS Lite 220,0.4411346307122263,0.033947368421052636,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.23754099956663946
tr2@eb2hendro23,ACS Lite 165,0.3934734769674155,0.03072368421052632,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2120985805889709
tr2@eb2salam17,ACS CONNECT 185,0.38390467441252774,0.06039473684210527,ACS CONNECT 185,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",20.0,185000,0.2221497056273165
tr2@eb3istianto10,ACS Lite 165,0.43734652414777847,0.038157894736842106,ACS Lite 165,"PWS, Sudirman, Tigaraksa",,15.0,165000,0.2377522094423103
tr2@eb4ai10,ACS Lite 165,0.30988510220972426,0.02585526315789474,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.1678701826838095
tr2@eb4bagus24,ACS Lite 165,0.4411096208449453,0.02565789473684211,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2333837577908937
tr2@eb4fahri08,ACS Lite 165,0.4243983145262775,0.041184210526315795,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23279126252629667
tr2@eb4ismi26,ACS Lite 165,0.38521311413574094,0.04190789473684211,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.21356050443629152
tr2@eb4jefri6,ACS Lite 220,0.4390957798650615,0.10197368421052633,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.2705347320377939
tr2@eb4riski11,ACS Lite 165,0.394517058096145,0.03078947368421053,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.21265326589017777
tr2@eb4rohman21,ACS Lite 220,0.4411724188450306,0.04572368421052632,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.24344805152777846
tr2@eb4syabri02,ACS Lite 165,0.43905525841342863,0.05092105263157895,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2449881555225038
tr2@eb5anto16,ACS Lite 165,0.43777196522343786,0.05039473684210527,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24408335103277157
tr2@eb5gilbert20,ACS Lite 330,0.4346144353127299,0.20723684210526316,ACS Lite 330,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",50.0,330000,0.32092563870899654
tr2@eb6karyani5,ACS Lite 165,0.43721129319873736,0.047565789473684214,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2423885413362108
tr2cluster@adamea9_12,ACS Lite 330,0.0,0.0,ACS Lite 330,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",50.0,330000,0.0
tr2cluster@adhiramadhani,ACS Lite 165,0.4411240391017658,0.03769736842105263,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23941070376140922
tr2cluster@adiazulfikri,ACS Lite 220,0.0,0.0,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.0
tr2cluster@aguseb3,ACS Lite 150,0.4408984719654421,0.041578947368421056,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.24123870966693156
tr2cluster@ahmadfirdaus,ACS Lite 165,0.43785949975892124,0.06578947368421054,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2518244867215659
tr2cluster@aji,ACS Lite 165,0.43990333891294814,0.026052631578947372,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23297798524594776
tr2cluster@aletta,ACS Lite 165,0.4334855746365506,0.026776315789473686,ACS Lite 165,"PWS, Sudirman, Tigaraksa",,15.0,165000,0.23013094521301214
tr2cluster@andriansyah,ACS Lite 165,0.43850845798178295,0.059605263157894744,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24905686056983883
tr2cluster@asep,ACS Lite 165,0.4406334083720462,0.10263157894736843,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2716324936597073
tr2cluster@asnawi,ACS Lite 165,0.4389517339627984,0.09276315789473685,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.26585744592876764
tr2cluster@ayuea316,ACS Lite 165,0.3182377828848321,0.02730263157894737,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.17277020723188974
tr2cluster@azura,ACS Lite 165,0.4404593642956401,0.04355263157894737,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24200599793729372
tr2cluster@bayuaditya,ACS Lite 250,0.4410733360374967,0.10263157894736843,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.2718524574924326
tr2cluster@budiapri,ACS Lite 165,0.4412844165840293,0.06578947368421054,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2535369451341199
tr2cluster@cakra,ACS Lite 150,0.44064823662669095,0.02960526315789474,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.23512674989229285
tr2cluster@deaea9_19,ACS Lite 150,0.1820226340665552,0.023815789473684214,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.1029192117701197
tr2cluster@deniirwansyah,ACS Lite 220,0.04142583850021702,2.4025315789473685e-06,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.020714120515897983
tr2cluster@eb5aditya,ACS Lite 165,0.42188837617901703,0.04618421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2340362933526664
tr2cluster@edi,ACS Lite 165,0.42065189107396467,0.0293421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22499699816856128
tr2cluster@ekaalfian,ACS Lite 100,0.4383023657421124,0.03486842105263158,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.236585393397372
tr2cluster@endisuhendi,ACS Lite 165,0.4354200127044659,0.06644736842105264,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25093369056275927
tr2cluster@fahrozi,ACS Lite 165,0.4407966558390796,0.03769736842105263,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23924701213006613
tr2cluster@fajareb5,ACS Lite 165,0.44078353590870273,0.023947368421052634,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2323654521648777
tr2cluster@galuheb6_2,ACS Lite 165,0.42605696072439503,0.05355263157894737,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2398047961516712
tr2cluster@ganda,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
tr2cluster@gitta,ACS Lite 165,0.43988468401194347,0.10460526315789474,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2722449735849191
tr2cluster@gumilang,ACS Lite 165,0.4407822375822592,0.03493421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2378582240542875
tr2cluster@haidirrahman,ACS Lite 165,0.44047098090066134,0.08355263157894738,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.26201180623980436
tr2cluster@harnitaea9_3a,ACS Lite 165,0.40789685876066945,0.05092105263157895,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22940895569612418
tr2cluster@hendrix,ACS Lite 165,0.000150537534480817,1.6706578947368423e-08,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,7.52771205298822e-05
tr2cluster@hermanto,ACS Lite 250,0.40220205731441583,0.06322368421052632,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.23271287076247107
tr2cluster@icis2,ACS Lite 150,0.43910199816539636,0.01861842105263158,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.22886020960901396
tr2cluster@ismet,ACS Lite 165,0.43487676558729726,0.12236842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2786225933199644
tr2cluster@iyanterra,ACS Lite 165,0.4406916280630937,0.053486842105263166,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24708923508417843
tr2cluster@laundry,ACS Lite 165,0.43740392384317744,0.011644736842105265,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22452433034264135
tr2cluster@madedwipa,ACS Lite 165,0.44098334151506763,0.04506578947368421,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24302456549437593
tr2cluster@meilianaea7_3,ACS Lite 165,0.3223431594323006,0.019144736842105266,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.17074394813720292
tr2cluster@melin,ACS Lite 165,0.44114973229875387,0.06644736842105264,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2537985503599033
tr2cluster@miftaea6_8,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
tr2cluster@muhidin1,ACS Lite 150,0.4410373928949017,0.027763157894736844,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.23440027539481925
tr2cluster@muslih,ACS Lite 165,0.4351596640860492,0.04967105263157895,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2424153583588141
tr2cluster@neliaea10_7,ACS Lite 165,0.44082808900560766,0.02967105263157895,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2352495708185933
tr2cluster@ohid,ACS Lite 250,0.4410955442529785,0.12960526315789475,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.28535040370543663
tr2cluster@primabayu,ACS Lite 165,0.44104955616368857,0.0368421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23894583071342324
tr2cluster@purnomo,ACS Lite 165,0.44050316572986714,0.12960526315789475,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.28505421444388096
tr2cluster@ragil,ACS Lite 165,0.3867127495110092,0.06644736842105264,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22658005896603092
tr2cluster@rahmadi,ACS Lite 165,0.41353890715353264,0.041842105263157896,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22769050620834527
tr2cluster@rezae6_1,ACS Lite 165,0.4411099625097989,0.02493421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23302208651805734
tr2cluster@richard,ACS Lite 165,0.43991461385311575,0.0743421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25712835955813684
tr2cluster@ricky,ACS Lite 165,0.4345547806292974,0.06644736842105264,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.250501074525175
tr2cluster@ridwansyah,ACS Lite 165,0.4408381339523024,0.054671052631578954,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2477545932919407
tr2cluster@rifaldyea9_5,ACS Lite 165,0.4369321530133746,0.021513157894736845,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22922265545405573
tr2cluster@rikrik,ACS Lite 250,0.42181040825943344,0.1105263157894737,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.2661683620244536
tr2cluster@rudi,ACS Lite 165,0.4397178832304329,0.060986842105263166,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25035236266784805
tr2cluster@samad,ACS Lite 165,0.5700339150200242,0.02361842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2968261680363279
tr2cluster@sholihin,ACS Lite 165,0.44094992669238897,0.0518421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24639601597777344
tr2cluster@sindy,ACS Lite 165,0.37345970650715743,0.053618421052631586,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2135390637798945
tr2cluster@siskaeb2,ACS Lite 165,0.44100746305372934,0.04282894736842106,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2419182052110752
tr2cluster@sitinurhayati,ACS Lite 150,0.44062684840685773,0.018947368421052633,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.2297871084139552
tr2cluster@sudartono,ACS Lite 220,0.39863234292436683,0.10065789473684211,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.24964511883060447
tr2cluster@sumarna,ACS Lite 165,0.4408729154343954,0.019342105263157897,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23010751034877663
tr2cluster@syafei,ACS Lite 165,0.840366390455688,0.09276315789473685,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.4665647741752124
tr2cluster@syamsul,ACS Lite 165,0.4409358501004221,0.032960526315789475,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2369481882081058
tr2cluster@taham,ACS Lite 165,0.4195666951660709,0.0006881981648684211,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.21012744666546967
tr2cluster@trisna,ACS Lite 165,0.4407007163481985,0.07565789473684212,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25817930554252033
tr2cluster@ukas,ACS Lite 250,0.4404332611008277,0.10328947368421054,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.2718613673925191
tr2cluster@umimuslimah,ACS Lite 165,0.3374232894070775,0.04236842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.18989585522985453
tr2cluster@vebieb5_26,ACS Lite 165,0.41860969191123487,0.03105263157894737,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22483116174509113
tr2cluster@wafan,ACS Lite 165,0.44121198363507347,0.03743421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23932309708069463
tr2cluster@warniti,ACS Lite 150,0.4398628174613153,0.05815789473684211,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.2490103560990787
tr2cluster@wirawan,ACS Lite 165,0.4409601766379959,0.0736842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25732219358215586
tr2cluster@yogaeb5,ACS Lite 165,0.4410455245184165,0.04618421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24361486752236614
tr2cluster@yusufnur,ACS Lite 165,0.44040210126618257,0.04342105263157895,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24191157694888077
tr2ea1@adiirawan6,ACS CONNECT 185,0.43953741585477984,0.08289473684210527,ACS CONNECT 185,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",20.0,185000,0.26121607634844257
tr2ea2@faisal36,ACS Lite 165,0.4344865843245258,0.0743421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25441434479384184
tr2ea308@yani,ACS Lite 165,0.44093468843991995,0.035263157894736843,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2380989231673284
tr2ea4@alwani3a,ACS Lite 250,0.43809764016185615,0.09605263157894738,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.26707513587040177
tr2ea4@gigih8,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
tr2ea4@rahul01,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
